0.047619 0.047619 0.00205668
0.047619 0.0952381 0.00390773
0.047619 0.142857 0.00555315
0.047619 0.190476 0.00699292
0.047619 0.238095 0.00822701
0.047619 0.285714 0.00925539
0.047619 0.333333 0.0100781
0.047619 0.380952 0.0106952
0.047619 0.428571 0.0111066
0.047619 0.47619 0.0113122
0.047619 0.52381 0.0113122
0.047619 0.571429 0.0111066
0.047619 0.619048 0.0106952
0.047619 0.666667 0.0100781
0.047619 0.714286 0.00925539
0.047619 0.761905 0.00822701
0.047619 0.809524 0.00699292
0.047619 0.857143 0.00555315
0.047619 0.904762 0.00390773
0.047619 0.952381 0.00205668
0.0952381 0.047619 0.00390773
0.0952381 0.0952381 0.00742473
0.0952381 0.142857 0.010551
0.0952381 0.190476 0.0132866
0.0952381 0.238095 0.0156313
0.0952381 0.285714 0.0175853
0.0952381 0.333333 0.0191484
0.0952381 0.380952 0.0203208
0.0952381 0.428571 0.0211024
0.0952381 0.47619 0.0214932
0.0952381 0.52381 0.0214932
0.0952381 0.571429 0.0211024
0.0952381 0.619048 0.0203208
0.0952381 0.666667 0.0191484
0.0952381 0.714286 0.0175853
0.0952381 0.761905 0.0156313
0.0952381 0.809524 0.0132866
0.0952381 0.857143 0.010551
0.0952381 0.904762 0.00742473
0.0952381 0.952381 0.00390773
0.142857 0.047619 0.00555315
0.142857 0.0952381 0.010551
0.142857 0.142857 0.0149937
0.142857 0.190476 0.018881
0.142857 0.238095 0.022213
0.142857 0.285714 0.0249896
0.142857 0.333333 0.0272108
0.142857 0.380952 0.0288769
0.142857 0.428571 0.0299876
0.142857 0.47619 0.0305429
0.142857 0.52381 0.0305429
0.142857 0.571429 0.0299876
0.142857 0.619048 0.0288769
0.142857 0.666667 0.0272108
0.142857 0.714286 0.0249896
0.142857 0.761905 0.022213
0.142857 0.809524 0.018881
0.142857 0.857143 0.0149937
0.142857 0.904762 0.010551
0.142857 0.952381 0.00555315
0.190476 0.047619 0.00699292
0.190476 0.0952381 0.0132866
0.190476 0.142857 0.018881
0.190476 0.190476 0.0237762
0.190476 0.238095 0.027972
0.190476 0.285714 0.0314684
0.190476 0.333333 0.0342655
0.190476 0.380952 0.0363634
0.190476 0.428571 0.0377621
0.190476 0.47619 0.0384613
0.190476 0.52381 0.0384613
0.190476 0.571429 0.037762
0.190476 0.619048 0.0363634
0.190476 0.666667 0.0342655
0.190476 0.714286 0.0314684
0.190476 0.761905 0.027972
0.190476 0.809524 0.0237762
0.190476 0.857143 0.018881
0.190476 0.904762 0.0132866
0.190476 0.952381 0.00699292
0.238095 0.047619 0.00822701
0.238095 0.0952381 0.0156313
0.238095 0.142857 0.022213
0.238095 0.190476 0.027972
0.238095 0.238095 0.0329082
0.238095 0.285714 0.0370217
0.238095 0.333333 0.0403124
0.238095 0.380952 0.0427805
0.238095 0.428571 0.0444259
0.238095 0.47619 0.0452486
0.238095 0.52381 0.0452485
0.238095 0.571429 0.0444259
0.238095 0.619048 0.0427805
0.238095 0.666667 0.0403124
0.238095 0.714286 0.0370217
0.238095 0.761905 0.0329082
0.238095 0.809524 0.027972
0.238095 0.857143 0.022213
0.238095 0.904762 0.0156313
0.238095 0.952381 0.00822701
0.285714 0.047619 0.00925539
0.285714 0.0952381 0.0175853
0.285714 0.142857 0.0249896
0.285714 0.190476 0.0314684
0.285714 0.238095 0.0370217
0.285714 0.285714 0.0416493
0.285714 0.333333 0.0453515
0.285714 0.380952 0.0481281
0.285714 0.428571 0.0499792
0.285714 0.47619 0.0509047
0.285714 0.52381 0.0509047
0.285714 0.571429 0.0499792
0.285714 0.619048 0.0481281
0.285714 0.666667 0.0453514
0.285714 0.714286 0.0416493
0.285714 0.761905 0.0370217
0.285714 0.809524 0.0314684
0.285714 0.857143 0.0249896
0.285714 0.904762 0.0175853
0.285714 0.952381 0.00925539
0.333333 0.047619 0.0100781
0.333333 0.0952381 0.0191484
0.333333 0.142857 0.0272108
0.333333 0.190476 0.0342655
0.333333 0.238095 0.0403124
0.333333 0.285714 0.0453515
0.333333 0.333333 0.0493827
0.333333 0.380952 0.0524062
0.333333 0.428571 0.0544218
0.333333 0.47619 0.0554296
0.333333 0.52381 0.0554296
0.333333 0.571429 0.0544218
0.333333 0.619048 0.0524061
0.333333 0.666667 0.0493827
0.333333 0.714286 0.0453514
0.333333 0.761905 0.0403124
0.333333 0.809524 0.0342655
0.333333 0.857143 0.0272108
0.333333 0.904762 0.0191484
0.333333 0.952381 0.0100781
0.380952 0.047619 0.0106952
0.380952 0.0952381 0.0203208
0.380952 0.142857 0.0288769
0.380952 0.190476 0.0363634
0.380952 0.238095 0.0427805
0.380952 0.285714 0.0481281
0.380952 0.333333 0.0524062
0.380952 0.380952 0.0556147
0.380952 0.428571 0.0577537
0.380952 0.47619 0.0588233
0.380952 0.52381 0.0588233
0.380952 0.571429 0.0577537
0.380952 0.619048 0.0556147
0.380952 0.666667 0.0524061
0.380952 0.714286 0.0481281
0.380952 0.761905 0.0427805
0.380952 0.809524 0.0363634
0.380952 0.857143 0.0288769
0.380952 0.904762 0.0203208
0.380952 0.952381 0.0106952
0.428571 0.047619 0.0111066
0.428571 0.0952381 0.0211024
0.428571 0.142857 0.0299876
0.428571 0.190476 0.0377621
0.428571 0.238095 0.0444259
0.428571 0.285714 0.0499792
0.428571 0.333333 0.0544218
0.428571 0.380952 0.0577537
0.428571 0.428571 0.059975
0.428571 0.47619 0.0610856
0.428571 0.52381 0.0610856
0.428571 0.571429 0.059975
0.428571 0.619048 0.0577537
0.428571 0.666667 0.0544218
0.428571 0.714286 0.0499792
0.428571 0.761905 0.0444259
0.428571 0.809524 0.037762
0.428571 0.857143 0.0299876
0.428571 0.904762 0.0211024
0.428571 0.952381 0.0111066
0.47619 0.047619 0.0113122
0.47619 0.0952381 0.0214932
0.47619 0.142857 0.0305429
0.47619 0.190476 0.0384613
0.47619 0.238095 0.0452486
0.47619 0.285714 0.0509047
0.47619 0.333333 0.0554296
0.47619 0.380952 0.0588233
0.47619 0.428571 0.0610856
0.47619 0.47619 0.0622169
0.47619 0.52381 0.0622169
0.47619 0.571429 0.0610856
0.47619 0.619048 0.0588233
0.47619 0.666667 0.0554296
0.47619 0.714286 0.0509047
0.47619 0.761905 0.0452485
0.47619 0.809524 0.0384613
0.47619 0.857143 0.0305429
0.47619 0.904762 0.0214932
0.47619 0.952381 0.0113122
0.52381 0.047619 0.0113122
0.52381 0.0952381 0.0214932
0.52381 0.142857 0.0305429
0.52381 0.190476 0.0384613
0.52381 0.238095 0.0452485
0.52381 0.285714 0.0509047
0.52381 0.333333 0.0554296
0.52381 0.380952 0.0588233
0.52381 0.428571 0.0610856
0.52381 0.47619 0.0622169
0.52381 0.52381 0.0622169
0.52381 0.571429 0.0610856
0.52381 0.619048 0.0588233
0.52381 0.666667 0.0554296
0.52381 0.714286 0.0509047
0.52381 0.761905 0.0452486
0.52381 0.809524 0.0384613
0.52381 0.857143 0.0305429
0.52381 0.904762 0.0214932
0.52381 0.952381 0.0113122
0.571429 0.047619 0.0111066
0.571429 0.0952381 0.0211024
0.571429 0.142857 0.0299876
0.571429 0.190476 0.037762
0.571429 0.238095 0.0444259
0.571429 0.285714 0.0499792
0.571429 0.333333 0.0544218
0.571429 0.380952 0.0577537
0.571429 0.428571 0.059975
0.571429 0.47619 0.0610856
0.571429 0.52381 0.0610856
0.571429 0.571429 0.059975
0.571429 0.619048 0.0577537
0.571429 0.666667 0.0544218
0.571429 0.714286 0.0499792
0.571429 0.761905 0.0444259
0.571429 0.809524 0.0377621
0.571429 0.857143 0.0299876
0.571429 0.904762 0.0211024
0.571429 0.952381 0.0111066
0.619048 0.047619 0.0106952
0.619048 0.0952381 0.0203208
0.619048 0.142857 0.0288769
0.619048 0.190476 0.0363634
0.619048 0.238095 0.0427805
0.619048 0.285714 0.0481281
0.619048 0.333333 0.0524061
0.619048 0.380952 0.0556147
0.619048 0.428571 0.0577537
0.619048 0.47619 0.0588233
0.619048 0.52381 0.0588233
0.619048 0.571429 0.0577537
0.619048 0.619048 0.0556147
0.619048 0.666667 0.0524062
0.619048 0.714286 0.0481281
0.619048 0.761905 0.0427805
0.619048 0.809524 0.0363634
0.619048 0.857143 0.0288769
0.619048 0.904762 0.0203208
0.619048 0.952381 0.0106952
0.666667 0.047619 0.0100781
0.666667 0.0952381 0.0191484
0.666667 0.142857 0.0272108
0.666667 0.190476 0.0342655
0.666667 0.238095 0.0403124
0.666667 0.285714 0.0453514
0.666667 0.333333 0.0493827
0.666667 0.380952 0.0524061
0.666667 0.428571 0.0544218
0.666667 0.47619 0.0554296
0.666667 0.52381 0.0554296
0.666667 0.571429 0.0544218
0.666667 0.619048 0.0524062
0.666667 0.666667 0.0493827
0.666667 0.714286 0.0453515
0.666667 0.761905 0.0403124
0.666667 0.809524 0.0342655
0.666667 0.857143 0.0272108
0.666667 0.904762 0.0191484
0.666667 0.952381 0.0100781
0.714286 0.047619 0.00925539
0.714286 0.0952381 0.0175853
0.714286 0.142857 0.0249896
0.714286 0.190476 0.0314684
0.714286 0.238095 0.0370217
0.714286 0.285714 0.0416493
0.714286 0.333333 0.0453514
0.714286 0.380952 0.0481281
0.714286 0.428571 0.0499792
0.714286 0.47619 0.0509047
0.714286 0.52381 0.0509047
0.714286 0.571429 0.0499792
0.714286 0.619048 0.0481281
0.714286 0.666667 0.0453515
0.714286 0.714286 0.0416493
0.714286 0.761905 0.0370217
0.714286 0.809524 0.0314684
0.714286 0.857143 0.0249896
0.714286 0.904762 0.0175853
0.714286 0.952381 0.00925539
0.761905 0.047619 0.00822701
0.761905 0.0952381 0.0156313
0.761905 0.142857 0.022213
0.761905 0.190476 0.027972
0.761905 0.238095 0.0329082
0.761905 0.285714 0.0370217
0.761905 0.333333 0.0403124
0.761905 0.380952 0.0427805
0.761905 0.428571 0.0444259
0.761905 0.47619 0.0452485
0.761905 0.52381 0.0452486
0.761905 0.571429 0.0444259
0.761905 0.619048 0.0427805
0.761905 0.666667 0.0403124
0.761905 0.714286 0.0370217
0.761905 0.761905 0.0329082
0.761905 0.809524 0.027972
0.761905 0.857143 0.022213
0.761905 0.904762 0.0156313
0.761905 0.952381 0.00822701
0.809524 0.047619 0.00699292
0.809524 0.0952381 0.0132866
0.809524 0.142857 0.018881
0.809524 0.190476 0.0237762
0.809524 0.238095 0.027972
0.809524 0.285714 0.0314684
0.809524 0.333333 0.0342655
0.809524 0.380952 0.0363634
0.809524 0.428571 0.037762
0.809524 0.47619 0.0384613
0.809524 0.52381 0.0384613
0.809524 0.571429 0.0377621
0.809524 0.619048 0.0363634
0.809524 0.666667 0.0342655
0.809524 0.714286 0.0314684
0.809524 0.761905 0.027972
0.809524 0.809524 0.0237762
0.809524 0.857143 0.018881
0.809524 0.904762 0.0132866
0.809524 0.952381 0.00699292
0.857143 0.047619 0.00555315
0.857143 0.0952381 0.010551
0.857143 0.142857 0.0149937
0.857143 0.190476 0.018881
0.857143 0.238095 0.022213
